#mean	494314322.66076	1187667733.17741	6832.60577	0.31759	0.74373	40.69908	1176.68013	200934.43221	123.37324	22775.61040	99.51430	57.03399	0.00000	1254.94641	0.09854	2.88575	0.53899	0.98922	35.04962	65.99755	84.99513	42.20875	23.65651
#std	925907906.59816	1488355336.16419	15179.85922	0.47450	1.02523	141.11127	15218.33956	2584206.82734	1010.41165	259686.02454	68.52760	53.79563	1.00000	14956.39724	0.51441	16.99717	3.68181	0.10325	69.56956	147.83378	157.41665	111.44609	63.85981
#fields	label	ts	id.orig_h	id.resp_h	id.resp_p	proto	service	duration	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	orig_ttl	dest_ttl	land	pkts_count	min_IAT	max_IAT	mean_IAT	period	period_length0	period_length1	period_length2	period_length3	period_length4	
1	1611432406.314343	-0.3390758934268493	-0.676791532708484	0.1427150409635608	-0.669319752980183	0.24996296554372602	-0.28807701054316326	-0.07679419483720662	-0.0774827425156546	-0.11616378024987276	-0.08597925299738066	-0.518248138811137	0.11090133366787523	0.0	-0.08297094514450666	-0.1915159252833996	-0.16773012460845166	-0.14543877416204767	0.1043707151808659	-0.47010853349520143	-0.4464307742743767	-0.5399373881846905	-0.37873689274734307	-0.37044440483523966	
1	1611432406.491977	-0.3390758934268493	-0.676791532708484	0.1427150409635608	-0.669319752980183	0.24996296554372602	-0.28807915778487087	-0.07679419483720662	-0.07748312948158527	-0.11616378024987276	-0.08597925299738066	-0.518248138811137	0.11090133366787523	0.0	-0.08297094514450666	-0.1914265026648935	-0.1677101212789104	-0.1454450210944631	0.1043707151808659	-0.47010853349520143	-0.4464307742743767	-0.5399373881846905	-0.37873689274734307	-0.37044440483523966	
1	1611432406.668698	2.9570127167382285	1.3737096203732408	-0.44128247002169185	3.5456191973108147	-0.7254276889938714	0.21475151633236403	-0.07672848464615115	-0.07758761028286768	-0.12210195407238203	-0.08770441322037556	-1.4521783737240588	-1.0601975199986533	0.0	-0.08390699944820455	-0.19155480468275013	-0.16977846555347414	-0.14639238197555174	0.1043707151808659	1.0189845842431222	2.4431463570937066	-0.5399373881846905	-0.37873689274734307	-0.37044440483523966	
1	1611432407.604177	-0.33907594958794224	-0.6767916811945307	-0.44279763558882784	-0.669319752980183	-0.7254276889938714	-0.28841722433820516	-0.07718845598353948	-0.07771763083557466	-0.12012256279821228	-0.08739634889484076	0.41568209610178486	1.3191779287206429	0.0	-0.08363955536143372	-0.1915528607127826	-0.16977299405451138	-0.146381517745264	0.1043707151808659	-0.3163417178426686	-0.26999117442745246	-0.24996467302795536	0.23563904617172934	1.7739341792169248	
1	1611432407.931783	2.9570127167382285	1.3737096203732408	-0.41407536657703203	1.4381497221653157	-0.7254276889938714	-0.28841719599178	-0.07554570120715257	-0.07673086771235199	-0.12210195407238203	-0.08770441322037556	-1.4521783737240588	-1.0601975199986533	0.0	-0.08390699944820455	-0.19155480468275013	-0.16977846555347414	-0.14639238197555174	0.1043707151808659	1.1979921509350127	-0.4464307742743767	-0.5399373881846905	-0.37873689274734307	-0.37044440483523966	
1	1611432408.031489	-0.33907594958794224	-0.6767916811945307	-0.44279763558882784	-0.669319752980183	-0.7254276889938714	-0.2884174085899689	-0.07718845598353948	-0.07771763083557466	-0.12012256279821228	-0.08739634889484076	0.41568209610178486	1.3191779287206429	0.0	-0.08363955536143372	-0.1915528607127826	-0.169770581888302	-0.14638314737980718	0.1043707151808659	-0.3163417178426686	-0.26999117442745246	-0.24996467302795536	0.23563904617172934	1.7739341792169248	
1	1611432408.36492	-0.33907577678457934	2.087740397955488	-0.10452045353476443	1.4381497221653157	-0.7254276889938714	-0.2884111723764287	-0.07377152604865471	-0.07322031278926333	-0.12210195407238203	-0.08770441322037556	2.268949906007114	-1.0601975199986533	0.0	-0.08029650427679837	-0.19155091674281507	-0.1697374587279146	-0.14638722146616506	0.1043707151808659	-0.28280389126090627	-0.23842583564197475	0.21701467241559874	-0.37873689274734307	-0.37044440483523966	
1	1611432408.532353	-0.33907594958794224	-0.6767916811945307	-0.44279763558882784	-0.669319752980183	-0.7254276889938714	-0.2884174015033626	-0.07718845598353948	-0.07771763083557466	-0.12012256279821228	-0.08739634889484076	0.41568209610178486	1.3191779287206429	0.0	-0.08363955536143372	-0.1915528607127826	-0.1697714643881347	-0.14638314737980718	0.1043707151808659	-0.3163417178426686	-0.26999117442745246	-0.24996467302795536	0.23563904617172934	1.7739341792169248	
1	1611432408.67491	-0.3390758934268493	-0.676791532708484	0.1427150409635608	-0.669319752980183	0.24996296554372602	-0.28813417110954403	-0.07679419483720662	-0.0774827425156546	-0.11616378024987276	-0.08597925299738066	-0.518248138811137	0.11090133366787523	0.0	-0.08297094514450666	-0.1914265026648935	-0.16764263945836982	-0.14559549068394795	0.1043707151808659	-0.47010853349520143	-0.4464307742743767	-0.5399373881846905	-0.37873689274734307	-0.37044440483523966	
1	1611432408.845762	-0.3390758934268493	-0.676791532708484	0.1427150409635608	-0.669319752980183	0.24996296554372602	-0.2881330797721745	-0.07679419483720662	-0.07748312948158527	-0.11616378024987276	-0.08597925299738066	-0.518248138811137	0.11090133366787523	0.0	-0.08297094514450666	-0.1914420544246337	-0.16764152162524842	-0.14559521907819076	0.1043707151808659	-0.47010853349520143	-0.4464307742743767	-0.5399373881846905	-0.37873689274734307	-0.37044440483523966	
1	1611432409.032983	-0.33907594958794224	-0.6767916811945307	-0.44279763558882784	-0.669319752980183	-0.7254276889938714	-0.28841765662118923	-0.07718845598353948	-0.07771763083557466	-0.12012256279821228	-0.08739634889484076	0.41568209610178486	1.3191779287206429	0.0	-0.08363955536143372	-0.1915528607127826	-0.16977264105457832	-0.1463855918316219	0.1043707151808659	-0.3163417178426686	-0.26999117442745246	-0.24996467302795536	0.23563904617172934	1.7739341792169248	
1	1611432410.034799	-0.33907594958794224	-0.6767916811945307	-0.44279763558882784	-0.669319752980183	-0.7254276889938714	-0.28841733063729963	-0.07718845598353948	-0.07771763083557466	-0.12012256279821228	-0.08739634889484076	0.41568209610178486	1.3191779287206429	0.0	-0.08363955536143372	-0.1915528607127826	-0.16976999355508018	-0.1463823325625356	0.1043707151808659	-0.3163417178426686	-0.26999117442745246	-0.24996467302795536	0.23563904617172934	1.7739341792169248	
1	1611432410.24839	-0.3390758070251678	2.087740397955488	-0.10452045353476443	1.4381497221653157	-0.7254276889938714	-0.28841341174401813	-0.07377152604865471	-0.07322031278926333	-0.12210195407238203	-0.08770441322037556	2.268949906007114	-1.0601975199986533	0.0	-0.08029650427679837	-0.19155091674281507	-0.1697560500577235	-0.1463888511007082	0.1043707151808659	-0.2828038643110251	-0.23842581027711912	0.21701476472100203	-0.37873689274734307	-0.37044440483523966	
1	1611432410.535237	-0.33907594958794224	-0.6767916811945307	-0.44279763558882784	-0.669319752980183	-0.7254276889938714	-0.28841755740870106	-0.07718845598353948	-0.07771763083557466	-0.12012256279821228	-0.08739634889484076	0.41568209610178486	1.3191779287206429	0.0	-0.08363955536143372	-0.1915528607127826	-0.16977187622138995	-0.14638450540859316	0.1043707151808659	-0.3163417178426686	-0.26999117442745246	-0.24996467302795536	0.23563904617172934	1.7739341792169248	
1	1611432410.735263	-0.3390759074671225	0.6607058367909207	-0.4466184878885622	1.4381497221653157	2.2007442746189207	-0.2884068849796198	-0.07725416617459495	-0.07772498318825749	-0.12111225843529715	-0.08699586527164552	0.41568209610178486	1.2634113166412844	0.0	-0.08377327740481914	-0.18840362936539296	-0.16968309673822018	-0.14617210970646835	0.1043707151808659	0.4708061986191674	0.9419035752483207	-0.5399373881846905	-0.37873689274734307	-0.37044440483523966	
1	1611432410.737494	-0.3390759074671225	0.6607058367909207	-0.4466184878885622	1.4381497221653157	2.2007442746189207	-0.28840833064730415	-0.07725416617459495	-0.07772498318825749	-0.12111225843529715	-0.08699586527164552	-0.28476558008290653	1.2634113166412844	0.0	-0.08377327740481914	-0.18880019923876795	-0.16969509873594493	-0.1462000850994592	0.1043707151808659	0.4708061986191674	0.9419035752483207	-0.5399373881846905	-0.37873689274734307	-0.37044440483523966	
1	1611432410.737506	-0.3390759074671225	0.6607056983831124	-0.4466184878885622	1.4381497221653157	2.2007442746189207	-0.2884183723684251	-0.07725416617459495	-0.07772498318825749	-0.12210195407238203	-0.08770441322037556	1.8457627683121964	-1.0601975199986533	0.0	-0.08384013842651185	-0.19155480468275013	-0.16977846555347414	-0.14639238197555174	0.1043707151808659	0.48098867162891057	-0.4464307742743767	-0.5399373881846905	-0.37873689274734307	-0.37044440483523966	
1	1611432410.737553	-0.3390759074671225	0.6607057306334755	-0.4466184878885622	1.4381497221653157	2.2007442746189207	-0.2884183723684251	-0.07725416617459495	-0.07772498318825749	-0.12210195407238203	-0.08770441322037556	1.1161297722864763	-1.0601975199986533	0.0	-0.08384013842651185	-0.19155480468275013	-0.16977846555347414	-0.14639238197555174	0.1043707151808659	1.7771735178584507	-0.4464307742743767	-0.5399373881846905	-0.37873689274734307	-0.37044440483523966	
1	1611432410.73973	-0.3390759074671225	-0.21761143411634953	-0.42092655001103835	-0.669319752980183	-0.7254276889938714	-0.26714780309970243	-0.07718845598353948	-0.07771453510812926	-0.12210195407238203	-0.08770441322037556	0.41568209610178486	-1.0601975199986533	0.0	-0.08377327740481914	5.643304100331407	0.006810751136583371	0.2612224025834076	0.1043707151808659	1.41107193216447	0.8113947371463852	2.4043831581463824	-0.37873689274734307	-0.37044440483523966	
1	1611432410.919413	-0.3390759074671225	-0.6767915246458932	0.14278091772734933	-0.669319752980183	0.24996296554372602	-0.2882997780120673	-0.07699132541037304	-0.0773132514380187	-0.11814317152404251	-0.08531691469748083	0.41568209610178486	0.036545850895397226	0.0	-0.08330525025297018	-0.1915528607127826	-0.16902828186235563	-0.14588746687293025	0.1043707151808659	-0.4150558337889359	-0.37682140890501953	-0.05618578614519883	-0.37873689274734307	-0.37044440483523966	
1	1611432410.924642	-0.3390759074671225	-0.6767915246458932	0.14278091772734933	-0.669319752980183	0.24996296554372602	-0.2173521694768494	-0.0768599050282621	-0.07735465679260098	-0.11121530206444835	-0.05139518165202972	0.41568209610178486	0.036545850895397226	0.0	-0.08270350105773583	-0.1915528607127826	0.41906731215039317	0.004925975500505537	0.1043707151808659	-0.4150558337889359	-0.37682140890501953	-0.05618578614519883	-0.37873689274734307	-0.37044440483523966	
0	1611432410.924642	-0.3390759074671225	0.2623504101036233	-0.3806758473362511	1.4381497221653157	3.176134929156518	-0.2884183723684251	-0.07703075152500632	-0.07772537015418816	-0.12210195407238203	-0.08770441322037556	-0.5328407987316514	-1.0601975199986533	0.0	-0.08384013842651185	-0.19155480468275013	-0.16977846555347414	-0.14639238197555174	0.1043707151808659	-0.44971224624928513	-0.4146100854674803	-0.44430993776654515	-0.23522188446305872	0.21886810057681227	
