8628992969062289296,Co8dIp11U9xjKdT393,0,[0.0]
574297928981074752,Cul6RP2QIZxSjYX0Qg,0,[0.0]
6062499457184990973,C140ATDPnfkGLFdCf,0,[0.0]
4815082982871313363,Cr0NLe4SBGs0jHVu0b,0,[0.0]
-6071836437307652205,C27uG44VG9drm6Jz0e,0,[0.0]
-1727482749803524386,CtCMbT1pRXcEq8JAHk,0,[0.0]
-3104410999039867202,Cxwy283jIkuiigwWYi,0,[0.0]
8433030946661531359,C5tgYU2ziQmR86Ju4,0,[0.0]
-4037075354205368963,CBvhgQSO6y3Td8k33,0,[0.0]
783988171025776602,CeTkl13ACc34A87E2b,0,[0.0]
78013244319141509,CEWSYr3k7vriCxueae,0,[0.0]
8837513502722002069,C6kYX4W8FLxuRRekb,0,[0.0]
1344277788828314773,CdjlHh7Nyng4Gy9E4,0,[0.0]
-5453533064275277134,Cnp75w1uXfrfmJCm4a,0,[0.0]
5505531184915055528,C9bBNg4jvweRtx9R9a,0,[0.0]
5665122144554596891,Ch1OIPel6BoRj7jc6,0,[0.0]
-615454691924491976,C8PUdT2Yf5mpahslQl,1,"[2.2594086481882885, 11.861895402988514, 25.135921211094708]"
-7471252173359905715,C1MzHd45cZL889wnag,0,[0.0]
1101133019050816821,Cs2zWY23EHVEjlTWmj,0,[0.0]
5961053169670588288,CT3Uds1on5WPfSrk2e,0,[0.0]
-6083902476182048432,CuRzV31qrxC5M1IOQ4,0,[0.0]
2793689275749110229,CtvTLkSsSfCgNJCJ,1,"[2.802775785610363, 3.923886099854508, 7.847772199709016, 20.179985656394614]"
-5493155823492931856,CMa0Qu1ggbJTVhbad8,0,[0.0]
-5915106401471725944,CZQDWz2bbNV7Oqdw67,0,[0.0]
5700627078640137808,CSJX8f2f511QSQW516,0,[0.0]
-8288229858878474713,C4ShED2mKfAEO5Rghc,0,[0.0]
-9085804197233708937,Chtx6f1ImA5lECglgf,0,[0.0]
4247342015389224944,CsHcr81XAsJAyc79Kl,0,[0.0]
3185539886991590490,C7SXST2ETOrBjSUxqb,0,[0.0]
-1316878621722900414,C0HdsPfY58y5LpoP4,0,[0.0]
1073879821388754236,CuGFxl1lUpJEHeydP3,0,[0.0]
6629348977738261382,CcwK2T2vlbXymVqo1g,0,[0.0]
-8056403613601135166,CO4JXFQN5uLzINqxk,0,[0.0]
958087603588668774,C02Vt04BLcMaklmvye,0,[0.0]
7422072839798881605,Czkd4U2j4KyRNxJ5u3,0,[0.0]
-5511269734313878861,CnmJi3dnGEISZivaf,0,[0.0]
-3187224987778471689,CIE05A2b7uGyzqr5Q1,0,[0.0]
8874091524989108446,CnZcPA14hHuRsmdaRi,0,[0.0]
4545549023809332985,C5BhET1FDk5o4FODQi,1,"[2.8106532237670563, 3.372783868520467, 5.059175802780701, 10.118351605561402, 31.47931610619103]"
-5522879605065234588,CUnDMt4jeDigJewFS3,0,[0.0]
-4815515297646702450,Cmnu7c23voexT3RE79,0,[0.0]
-22061345889424933,CLAXvD3sGQKBv9JjO2,0,[0.0]
-5627040076994783209,CrbMEkARl886tHaYk,0,[0.0]
-2073373443376486430,CWRZUB49woPpLsnwh3,0,[0.0]
7020608100483314068,CXw2Pm35AxoBram6If,0,[0.0]
-8536360729267105150,CaFbWT283AGNa9DeE7,0,[0.0]
7688780988438161036,CgaaH84mZ51e1iLlU4,0,[0.0]
-316010882828329317,CTOtCs29JYBdIdCRf6,0,[0.0]
-404130606341762155,CUzuqW3suAf0wccqHg,0,[0.0]
6033700514510900154,CaPdhwMBHP6pn77Wi,0,[0.0]
6634566759932785611,CZkyJF2Axl8poSLMQ4,0,[0.0]
3783281150136045866,CF6tMU3FQH5g75Vmu2,0,[0.0]
-9165036014667801753,C5Y2wE2HegCOY0Qice,0,[0.0]
5658809107237762940,CdN77d3BhljhJet6jb,0,[0.0]
-6779159246610744814,CxtzjCkEjYtcAl6Yj,0,[0.0]
-780140573461947571,CJ7Nns4OTjd0EZvJXc,0,[0.0]
-3331564292250005931,CSq5TC41JXClmUXbf3,0,[0.0]
3222215659512774898,CYvwbv30qsrX1Yogeb,0,[0.0]
-3246141559277035971,CelYgH2vy3WZ9d26ld,0,[0.0]
5484722158259621347,CbLqQOstBSTeNjta6,0,[0.0]
-7020993917867695669,CMQlJapdkyj8vITA,0,[0.0]
6345520316742638331,CVH5ho2w2V5ErvNOv9,0,[0.0]
4614255339001635808,C5cukw2rGXL21Dw179,0,[0.0]
-2468207626501000165,CuoTd41RYUUGPHOkf9,0,[0.0]
-5029466700194307793,CoLET33JCUbUkgOZW1,0,[0.0]
5898761327368485958,CXf5722eG3GUULP0ed,0,[0.0]
-8610603494046516721,CXMFFE1B7PRMDnboH,0,[0.0]
660869076254993455,CRGZja4Pply4sdX714,1,"[2.817320450170859, 3.3807845402050303, 5.071176810307546, 10.142353620615092, 31.553989041913617]"
294519601498195794,C9hqZh2jefld6Pl1k7,0,[0.0]
5540099848181368957,CjewTEsJGfxLJmF7h,0,[0.0]
4790073850491237717,CCDUmQIw2BzrWAbU4,0,[0.0]
-3618387272992716164,CAGkGETGZ7rrnh9u1,1,"[48.98358927546321, 152.01803568247203, 158.77439282391524]"
9138931137278807443,CXH3UT2YojGFWM90Qf,0,[0.0]
-2511777307762320098,CMqL5b3VDSQGu1FVHf,1,"[49.01086478476768, 151.25766890471405, 158.29945982206573]"
6577649697274431729,Cjp278gjtwEvR2mp3,1,"[48.99142868382794, 152.04236488084535, 158.79980331999403]"
-8225996244112890201,C2Rq2Z3pKlRUbVyPH7,1,"[49.010860320684074, 152.10266996074367, 158.86278862566562]"
7871934549788620937,CN6ros1TkJi1ZZHBk1,1,"[110.80753652469532, 117.12299197428935, 124.5867120510823]"
4650590522528232616,CcuReQ2h4ql7EyECnd,1,"[48.991855823957884, 152.04369048814516, 158.80118784317384]"
1530607522209438876,CmuNY348AqsoYyEEh,1,"[6.1628601059422, 6.5582133957573605, 6.58146947162884]"
6050085353068497393,CZG1qI3KUZbXE4d9V7,0,[0.0]
4747926524013936782,CIGTCX1l2NYnXftHz7,1,"[10.091347187489003, 35.03939995655904, 70.07879991311808]"
2804032860148444124,CbSJP82llDsZ18eUwj,0,[0.0]
814366478236948140,CJBdAu1VHRtiWlRb7g,0,[0.0]
-1966331894795097525,CvNhH4QGh47qDt3i2,1,"[17.29833628680255, 30.272088501904463]"
-2385140210484288969,C7NN4e4tvvwBxma8sg,0,[0.0]
-2233732570211539789,CvlNYl1lhKoewv6Zvc,1,"[15.972866747114393, 109.88230744997661, 111.81006722980075]"
8685689940551431779,Ckza5n3l9dHJFEvWv,1,"[10.091355048858366, 35.03942725298044, 70.07885450596088]"
-7012284989809404979,CgBnsy3yKFHc9WAoak,0,[0.0]
8445272785234693741,CeFzRW2PDizuio8N7a,0,[0.0]
